Edition,NOC,Change
1932,RSA,0.9674293206330953
1936,RSA,-12.181343954597567
1948,RSA,-3.484556911273551
1952,RSA,15.497881516918799
1956,RSA,0.41418813024520773
1960,RSA,-5.0364254475837145
1964,RSA,0.0
1968,RSA,0.0
1972,RSA,0.0
1976,RSA,0.0
1980,RSA,0.0
1984,RSA,0.0
1988,RSA,0.0
1992,RSA,-6.308757073680549
1996,RSA,-4.643242034454397
2000,RSA,-4.403586423155403
2004,RSA,-1.2723095433010867
2008,RSA,-5.7487992183703485
1896,RU1,
1900,RU1,
1904,RU1,
1908,RU1,
1912,RU1,161.97740112994353
1920,RU1,0.0
1924,RU1,0.0
1928,RU1,0.0
1932,RU1,0.0
1936,RU1,0.0
1948,RU1,0.0
1952,RU1,0.0
1956,RU1,0.0
1960,RU1,0.0
1964,RU1,0.0
1968,RU1,0.0
1972,RU1,0.0
1976,RU1,0.0
1980,RU1,0.0
1984,RU1,0.0
1988,RU1,0.0
1992,RU1,0.0
1996,RU1,0.0
2000,RU1,0.0
2004,RU1,0.0
2008,RU1,0.0
1896,RUS,
1900,RUS,
1904,RUS,
1908,RUS,
1912,RUS,
1920,RUS,
1924,RUS,
1928,RUS,
1932,RUS,
1936,RUS,
1948,RUS,
1952,RUS,
1956,RUS,
1960,RUS,
1964,RUS,
1968,RUS,
1972,RUS,
1976,RUS,
1980,RUS,
1984,RUS,
1988,RUS,
1992,RUS,
1996,RUS,
2000,RUS,25.41093969144459
2004,RUS,7.955310429085305
2008,RUS,-4.096335556848962
1896,SCG,
1900,SCG,
1904,SCG,
1908,SCG,
1912,SCG,
1920,SCG,
1924,SCG,
1928,SCG,
1932,SCG,
1936,SCG,
1948,SCG,
1952,SCG,
1956,SCG,
1960,SCG,
1964,SCG,
1968,SCG,
1972,SCG,
1976,SCG,
1980,SCG,
1984,SCG,
1988,SCG,
1992,SCG,
1996,SCG,
2000,SCG,
2004,SCG,
2008,SCG,0.0
1896,SEN,
1900,SEN,
1904,SEN,
1908,SEN,
1912,SEN,
1920,SEN,
1924,SEN,
1928,SEN,
1932,SEN,
1936,SEN,
1948,SEN,
1952,SEN,
1956,SEN,
1960,SEN,
1964,SEN,
1968,SEN,
1972,SEN,
1976,SEN,
1980,SEN,
1984,SEN,
1988,SEN,
1992,SEN,0.0
1996,SEN,0.0
2000,SEN,0.0
2004,SEN,0.0
2008,SEN,0.0
1896,SIN,
1900,SIN,
1904,SIN,
1908,SIN,
1912,SIN,
1920,SIN,
1924,SIN,
1928,SIN,
1932,SIN,
1936,SIN,
1948,SIN,
1952,SIN,
1956,SIN,
1960,SIN,
1964,SIN,0.0
1968,SIN,0.0
1972,SIN,0.0
1976,SIN,0.0
1980,SIN,0.0
1984,SIN,0.0
1988,SIN,0.0
1992,SIN,0.0
1996,SIN,0.0
2000,SIN,0.0
2004,SIN,0.0
2008,SIN,14.789422135161612
1896,SLO,
1900,SLO,
1904,SLO,
1908,SLO,
1912,SLO,
1920,SLO,
1924,SLO,
1928,SLO,
1932,SLO,
1936,SLO,
1948,SLO,
1952,SLO,
1956,SLO,
1960,SLO,
1964,SLO,
1968,SLO,
1972,SLO,
1976,SLO,
1980,SLO,
1984,SLO,
1988,SLO,
1992,SLO,
1996,SLO,-34.714003944773175
2000,SLO,-11.732124874118844
2004,SLO,5.850695247443682
2008,SLO,2.8139756629802726
1896,SRB,
1900,SRB,
1904,SRB,
1908,SRB,
1912,SRB,
1920,SRB,
1924,SRB,
1928,SRB,
1932,SRB,
1936,SRB,
1948,SRB,
1952,SRB,
1956,SRB,
1960,SRB,
1964,SRB,
1968,SRB,
1972,SRB,
1976,SRB,
1980,SRB,
1984,SRB,
1988,SRB,
1992,SRB,
1996,SRB,
2000,SRB,
2004,SRB,
2008,SRB,
1896,SRI,
1900,SRI,
1904,SRI,
1908,SRI,
1912,SRI,
1920,SRI,
1924,SRI,
1928,SRI,
1932,SRI,
1936,SRI,
1948,SRI,
1952,SRI,0.0
1956,SRI,0.0
1960,SRI,0.0
1964,SRI,0.0
1968,SRI,0.0
1972,SRI,0.0
1976,SRI,0.0
1980,SRI,0.0
1984,SRI,0.0
1988,SRI,0.0
1992,SRI,0.0
1996,SRI,0.0
2000,SRI,-29.8014888337469
2004,SRI,0.0
2008,SRI,0.0
1896,SUD,
1900,SUD,
1904,SUD,
1908,SUD,
1912,SUD,
1920,SUD,
1924,SUD,
1928,SUD,
1932,SUD,
1936,SUD,
1948,SUD,
1952,SUD,
1956,SUD,
1960,SUD,
1964,SUD,
1968,SUD,
1972,SUD,
1976,SUD,
1980,SUD,
1984,SUD,
1988,SUD,
1992,SUD,
1996,SUD,
2000,SUD,
2004,SUD,
2008,SUD,
1896,SUI,
1900,SUI,23.73046875
1904,SUI,-27.563145943303457
1908,SUI,0.0
1912,SUI,0.0
1920,SUI,6.367706654225569
1924,SUI,57.64272072033725
1928,SUI,6.132770981191182
1932,SUI,-13.552698921988181
1936,SUI,12.009509058452593
1948,SUI,3.1240689361902385
1952,SUI,1.730919076413251
1956,SUI,-8.133599983190265
1960,SUI,-4.81891830063812
1964,SUI,-6.068830909688305
1968,SUI,-3.7363721383564363
1972,SUI,-4.898317659380114
1976,SUI,-4.2713503098177235
1980,SUI,-5.5162846718937235
1984,SUI,-2.946616270536895
1988,SUI,-3.9813683487198825
1992,SUI,-4.8562592398571525
1996,SUI,-3.310300969002622
2000,SUI,-2.862764251567085
2004,SUI,-3.512294515457448
2008,SUI,-2.8906925298511466
1896,SUR,
1900,SUR,
1904,SUR,
1908,SUR,
1912,SUR,
1920,SUR,
1924,SUR,
1928,SUR,
1932,SUR,
1936,SUR,
1948,SUR,
1952,SUR,
1956,SUR,
1960,SUR,
1964,SUR,
1968,SUR,
1972,SUR,
1976,SUR,
1980,SUR,
1984,SUR,
1988,SUR,
1992,SUR,-4.662756598240481
1996,SUR,0.0
2000,SUR,0.0
2004,SUR,0.0
2008,SUR,0.0
1896,SVK,
1900,SVK,
1904,SVK,
1908,SVK,
1912,SVK,
1920,SVK,
1924,SVK,
1928,SVK,
1932,SVK,
1936,SVK,
1948,SVK,
1952,SVK,
1956,SVK,
1960,SVK,
1964,SVK,
1968,SVK,
1972,SVK,
1976,SVK,
1980,SVK,
1984,SVK,
1988,SVK,
1992,SVK,
1996,SVK,
2000,SVK,42.25806451612903
2004,SVK,39.33822963805327
2008,SVK,13.273239409075032
1896,SWE,
1900,SWE,
1904,SWE,0.0
1908,SWE,3070.3980099502487
1912,SWE,71.8962260596268
1920,SWE,1.4184908054899692
1924,SWE,-3.2335774795215544
1928,SWE,-8.576808546889293
1932,SWE,-6.745561195757965
1936,SWE,-7.046152505164615
1948,SWE,0.92567900516205
1952,SWE,-0.5756948179242216
1956,SWE,-4.886514596717073
1960,SWE,-7.496254019208248
1964,SWE,-6.129211828499914
1968,SWE,-6.234023437619318
1972,SWE,-4.830157836774496
1976,SWE,-5.467735733959533
1980,SWE,-4.563333949634851
1984,SWE,-3.3495284319165597
1988,SWE,-4.242825720895782
1992,SWE,-2.9921695666158987
1996,SWE,-3.1606162610556154
2000,SWE,-3.0422890243615552
2004,SWE,-3.7869975153921986
2008,SWE,-3.847829091579036
1896,SYR,
1900,SYR,
1904,SYR,
1908,SYR,
1912,SYR,
1920,SYR,
1924,SYR,
1928,SYR,
1932,SYR,
1936,SYR,
1948,SYR,
1952,SYR,
1956,SYR,
1960,SYR,
1964,SYR,
1968,SYR,
1972,SYR,
1976,SYR,
1980,SYR,
1984,SYR,
1988,SYR,0.0
1992,SYR,0.0
1996,SYR,-10.758472296933853
2000,SYR,0.0
2004,SYR,-6.05790640952385
2008,SYR,0.0
1896,TAN,
1900,TAN,
1904,TAN,
1908,TAN,
1912,TAN,
1920,TAN,
1924,TAN,
1928,TAN,
1932,TAN,
1936,TAN,
1948,TAN,
1952,TAN,
1956,TAN,
1960,TAN,
1964,TAN,
1968,TAN,
1972,TAN,
1976,TAN,
1980,TAN,
1984,TAN,0.0
1988,TAN,0.0
1992,TAN,0.0
1996,TAN,0.0
2000,TAN,0.0
2004,TAN,0.0
2008,TAN,0.0
1896,TCH,
1900,TCH,
1904,TCH,
1908,TCH,
1912,TCH,
1920,TCH,
1924,TCH,23.416289592760165
1928,TCH,45.66948528937145
1932,TCH,-13.260259277486064
1936,TCH,12.343451665277527
1948,TCH,13.673787596585928
1952,TCH,11.898986482484798
1956,TCH,-6.741013811976049
1960,TCH,6.199091488598407
1964,TCH,22.02661793948821
1968,TCH,3.2333788368380967
1972,TCH,1.1879052533804835
1976,TCH,-3.6128368241645337
1980,TCH,5.675905010206206
1984,TCH,0.0
1988,TCH,-4.7133596141594065
1992,TCH,-4.8559290643583
1996,TCH,0.0
2000,TCH,0.0
2004,TCH,0.0
2008,TCH,0.0
1896,TGA,
1900,TGA,
1904,TGA,
1908,TGA,
1912,TGA,
1920,TGA,
1924,TGA,
1928,TGA,
1932,TGA,
1936,TGA,
1948,TGA,
1952,TGA,
1956,TGA,
1960,TGA,
1964,TGA,
1968,TGA,
1972,TGA,
1976,TGA,
1980,TGA,
1984,TGA,
1988,TGA,
1992,TGA,
1996,TGA,
2000,TGA,0.0
2004,TGA,0.0
2008,TGA,0.0
1896,THA,
1900,THA,
1904,THA,
1908,THA,
1912,THA,
1920,THA,
1924,THA,
1928,THA,
1932,THA,
1936,THA,
1948,THA,
1952,THA,
1956,THA,
1960,THA,
1964,THA,
1968,THA,
1972,THA,
1976,THA,
1980,THA,0.0
1984,THA,-5.277587388622351
1988,THA,-3.62850709766237
1992,THA,-4.038382149713682
1996,THA,12.054736711476256
2000,THA,16.322879942031342
2004,THA,51.08943748551316
2008,THA,6.022363771353034
1896,TJK,
1900,TJK,
1904,TJK,
1908,TJK,
1912,TJK,
1920,TJK,
1924,TJK,
1928,TJK,
1932,TJK,
1936,TJK,
1948,TJK,
1952,TJK,
1956,TJK,
1960,TJK,
1964,TJK,
1968,TJK,
1972,TJK,
1976,TJK,
1980,TJK,
1984,TJK,
1988,TJK,
1992,TJK,
1996,TJK,
2000,TJK,
2004,TJK,
2008,TJK,
1896,TOG,
1900,TOG,
1904,TOG,
1908,TOG,
1912,TOG,
1920,TOG,
1924,TOG,
1928,TOG,
1932,TOG,
1936,TOG,
1948,TOG,
1952,TOG,
1956,TOG,
1960,TOG,
1964,TOG,
1968,TOG,
1972,TOG,
1976,TOG,
1980,TOG,
1984,TOG,
1988,TOG,
1992,TOG,
1996,TOG,
2000,TOG,
2004,TOG,
2008,TOG,
1896,TPE,
1900,TPE,
1904,TPE,
1908,TPE,
1912,TPE,
1920,TPE,
1924,TPE,
1928,TPE,
1932,TPE,
1936,TPE,
1948,TPE,
1952,TPE,
1956,TPE,
1960,TPE,
1964,TPE,0.0
1968,TPE,-7.225994180407369
1972,TPE,0.0
1976,TPE,0.0
1980,TPE,0.0
1984,TPE,-11.613037833440288
1988,TPE,0.0
1992,TPE,290.4275985006457
1996,TPE,-17.036095781195616
2000,TPE,-2.933582521375988
2004,TPE,7.728559436517624
2008,TPE,-4.7243126342648045
1896,TRI,
1900,TRI,
1904,TRI,
1908,TRI,
1912,TRI,
1920,TRI,
1924,TRI,
1928,TRI,
1932,TRI,
1936,TRI,
1948,TRI,
1952,TRI,41.56355455568055
1956,TRI,0.0
1960,TRI,0.0
1964,TRI,80.52939024534157
1968,TRI,0.0
1972,TRI,0.0
1976,TRI,-18.898248344002955
1980,TRI,0.0
1984,TRI,0.0
1988,TRI,0.0
1992,TRI,0.0
1996,TRI,-11.549636363555127
2000,TRI,-9.321547122554241
2004,TRI,-10.784670453900713
2008,TRI,4.298707471941787
1896,TUN,
1900,TUN,
1904,TUN,
1908,TUN,
1912,TUN,
1920,TUN,
1924,TUN,
1928,TUN,
1932,TUN,
1936,TUN,
1948,TUN,
1952,TUN,
1956,TUN,
1960,TUN,
1964,TUN,
1968,TUN,-1.0184287099903044
1972,TUN,-18.98182890684703
1976,TUN,0.0
1980,TUN,0.0
1984,TUN,0.0
1988,TUN,0.0
1992,TUN,0.0
1996,TUN,-16.5313298421458
2000,TUN,0.0
2004,TUN,0.0
2008,TUN,-12.610664884356282
1896,TUR,
1900,TUR,
1904,TUR,
1908,TUR,
1912,TUR,
1920,TUR,
1924,TUR,
1928,TUR,
1932,TUR,
1936,TUR,
1948,TUR,272.48157248157247
1952,TUR,-20.121243914431542
1956,TUR,4.076139919331645
1960,TUR,8.833324239449226
1964,TUR,-3.8135772928426293
1968,TUR,-10.545569466685933
1972,TUR,-10.908506257305827
1976,TUR,0.0
1980,TUR,0.0
1984,TUR,-7.242095468348242
1988,TUR,-7.63818101504814
1992,TUR,-2.7672593383220256
1996,TUR,-2.865544758910399
2000,TUR,-3.6974676785934912
2004,TUR,0.6265264280002736
2008,TUR,-1.0258681001287684
1896,UAE,
1900,UAE,
1904,UAE,
1908,UAE,
1912,UAE,
1920,UAE,
1924,UAE,
1928,UAE,
1932,UAE,
1936,UAE,
1948,UAE,
1952,UAE,
1956,UAE,
1960,UAE,
1964,UAE,
1968,UAE,
1972,UAE,
1976,UAE,
1980,UAE,
1984,UAE,
1988,UAE,
1992,UAE,
1996,UAE,
2000,UAE,
2004,UAE,
2008,UAE,0.0
1896,UGA,
1900,UGA,
1904,UGA,
1908,UGA,
1912,UGA,
1920,UGA,
1924,UGA,
1928,UGA,
1932,UGA,
1936,UGA,
1948,UGA,
1952,UGA,
1956,UGA,
1960,UGA,
1964,UGA,
1968,UGA,
1972,UGA,-6.497890295358655
1976,UGA,0.0
1980,UGA,-20.083526592555767
1984,UGA,0.0
1988,UGA,0.0
1992,UGA,0.0
1996,UGA,-15.722487085079806
2000,UGA,0.0
2004,UGA,0.0
2008,UGA,0.0
1896,UKR,
1900,UKR,
1904,UKR,
1908,UKR,
1912,UKR,
1920,UKR,
1924,UKR,
1928,UKR,
1932,UKR,
1936,UKR,
1948,UKR,
1952,UKR,
1956,UKR,
1960,UKR,
1964,UKR,
1968,UKR,
1972,UKR,
1976,UKR,
1980,UKR,
1984,UKR,
1988,UKR,
1992,UKR,
1996,UKR,
2000,UKR,-2.5142314990512338
2004,UKR,11.580875279172131
2008,UKR,-5.922763926313223
1896,URS,
1900,URS,
1904,URS,
1908,URS,
1912,URS,
1920,URS,
1924,URS,
1928,URS,
1932,URS,
1936,URS,
1948,URS,
1952,URS,
1956,URS,22.548650345260523
1960,URS,6.267491458557939
1964,URS,0.12897770268558428
1968,URS,1.2508514438559493
1972,URS,0.4122895922171521
1976,URS,3.5955371521983803
1980,URS,9.538213010724306
1984,URS,0.0
1988,URS,-0.439002538206712
1992,URS,0.0
1996,URS,0.0
2000,URS,0.0
2004,URS,0.0
2008,URS,0.0
1896,URU,
1900,URU,
1904,URU,
1908,URU,
1912,URU,
1920,URU,
1924,URU,
1928,URU,12.25352112676057
1932,URU,-31.393192567718998
1936,URU,0.0
1948,URU,-20.192721755003507
1952,URU,0.5909399390311432
1956,URU,-1.9791707075925813
1960,URU,0.0
1964,URU,-13.347886169333112
1968,URU,0.0
1972,URU,0.0
1976,URU,0.0
1980,URU,0.0
1984,URU,0.0
1988,URU,0.0
1992,URU,0.0
1996,URU,0.0
2000,URU,-12.02532269972033
2004,URU,0.0
2008,URU,0.0
1896,USA,
1900,USA,-9.4482421875
1904,USA,199.65124510248216
1908,USA,-19.549222067076922
1912,USA,-12.105732646470413
1920,USA,-6.915096557650157
1924,USA,-0.7594205603769888
1928,USA,-6.2005071442882365
1932,USA,3.7391844284543785
1936,USA,-5.397316711277577
1948,USA,-1.4424757097714402
1952,USA,-2.6119845687215815
1956,USA,-2.7477443405795055
1960,USA,-2.6465674984490706
1964,USA,-1.6251612760818435
1968,USA,-1.5747461474565738
1972,USA,-1.8360773500325722
1976,USA,-2.0205686487946517
1980,USA,0.0
1984,USA,1.304939048657272
1988,USA,-1.6310744178361758
1992,USA,-1.329329989343886
1996,USA,-1.0103776406153009
2000,USA,-1.3418417332669574
2004,USA,-1.0319223851652404
2008,USA,-0.4500307563544026
1896,UZB,
1900,UZB,
1904,UZB,
1908,UZB,
1912,UZB,
1920,UZB,
1924,UZB,
1928,UZB,
1932,UZB,
1936,UZB,
1948,UZB,
1952,UZB,
1956,UZB,
1960,UZB,
1964,UZB,
1968,UZB,
1972,UZB,
1976,UZB,
1980,UZB,
1984,UZB,
1988,UZB,
1992,UZB,
1996,UZB,
2000,UZB,42.25806451612905
2004,UZB,21.17033889520661
2008,UZB,14.610625202158033
1896,VEN,
1900,VEN,
1904,VEN,
1908,VEN,
1912,VEN,
1920,VEN,
1924,VEN,
1928,VEN,
1932,VEN,
1936,VEN,
1948,VEN,
1952,VEN,
1956,VEN,0.0
1960,VEN,0.3968253968253732
1964,VEN,0.0
1968,VEN,-4.704617975819425
1972,VEN,0.0
1976,VEN,-7.199204039858865
1980,VEN,-5.561843048746362
1984,VEN,19.668355841960338
1988,VEN,0.0
1992,VEN,0.0
1996,VEN,0.0
2000,VEN,0.0
2004,VEN,-1.6159694419200066
2008,VEN,-6.987341853906093
1896,VIE,
1900,VIE,
1904,VIE,
1908,VIE,
1912,VIE,
1920,VIE,
1924,VIE,
1928,VIE,
1932,VIE,
1936,VIE,
1948,VIE,
1952,VIE,
1956,VIE,
1960,VIE,
1964,VIE,
1968,VIE,
1972,VIE,
1976,VIE,
1980,VIE,
1984,VIE,
1988,VIE,
1992,VIE,
1996,VIE,
2000,VIE,
2004,VIE,0.0
2008,VIE,-0.6611165523995988
1896,YUG,
1900,YUG,
1904,YUG,
1908,YUG,
1912,YUG,
1920,YUG,
1924,YUG,
1928,YUG,323.5211267605632
1932,YUG,0.0
1936,YUG,-29.357594184996906
1948,YUG,47.596769463917845
1952,YUG,34.043607747124405
1956,YUG,15.67720934373944
1960,YUG,3.488615827626629
1964,YUG,-0.9202744688032727
1968,YUG,8.564598110300391
1972,YUG,-1.1915499027949195
1976,YUG,-1.3230442455516411
1980,YUG,12.034867205251398
1984,YUG,16.657913936369283
1988,YUG,6.102727370634287
1992,YUG,0.0
1996,YUG,-2.6677324921803303
2000,YUG,-2.6964450949308216
2004,YUG,0.0
2008,YUG,0.0
1896,ZAM,
1900,ZAM,
1904,ZAM,
1908,ZAM,
1912,ZAM,
1920,ZAM,
1924,ZAM,
1928,ZAM,
1932,ZAM,
1936,ZAM,
1948,ZAM,
1952,ZAM,
1956,ZAM,
1960,ZAM,
1964,ZAM,
1968,ZAM,
1972,ZAM,
1976,ZAM,
1980,ZAM,
1984,ZAM,
1988,ZAM,0.0
1992,ZAM,0.0
1996,ZAM,-10.758472296933853
2000,ZAM,0.0
2004,ZAM,0.0
2008,ZAM,0.0
1896,ZIM,
1900,ZIM,
1904,ZIM,
1908,ZIM,
1912,ZIM,
1920,ZIM,
1924,ZIM,
1928,ZIM,
1932,ZIM,
1936,ZIM,
1948,ZIM,
1952,ZIM,
1956,ZIM,
1960,ZIM,
1964,ZIM,
1968,ZIM,
1972,ZIM,
1976,ZIM,
1980,ZIM,
1984,ZIM,0.0
1988,ZIM,0.0
1992,ZIM,0.0
1996,ZIM,0.0
2000,ZIM,0.0
2004,ZIM,-43.49192942942942
2008,ZIM,-23.316533428519502
1896,ZZX,
1900,ZZX,33.56119791666667
1904,ZZX,-22.642384140302106
1908,ZZX,0.0
1912,ZZX,0.0
1920,ZZX,0.0
1924,ZZX,0.0
1928,ZZX,0.0
1932,ZZX,0.0
1936,ZZX,0.0
1948,ZZX,0.0
1952,ZZX,0.0
1956,ZZX,0.0
1960,ZZX,0.0
1964,ZZX,0.0
1968,ZZX,0.0
1972,ZZX,0.0
1976,ZZX,0.0
1980,ZZX,0.0
1984,ZZX,0.0
1988,ZZX,0.0
1992,ZZX,0.0
1996,ZZX,0.0
2000,ZZX,0.0
2004,ZZX,0.0
2008,ZZX,0.0
